Day	Month	Year	DoB	Full_name	Gender	Country	National_Party	National_Party_Abbreviation	European_Party_Group	European_Party_Group_Abbreviation
12	3	1959	12.03.59	Sylvie Brunet	F	France	Democratic Movement	MoDem	Renew Europe	RE
30	6	1982	30.06.82	Lars Johan Danielsson	M	Sweden	Swedish Social Democratic Party	S	Progressive Alliance of Socialists and Democrats	SD
22	11	1988	22.11.88	Sándor Rónai	M	Hungary	Democratic Coalition	DK	Progressive Alliance of Socialists and Democrats	SD
7	12	1962	07.12.62	Ulrike Müller	F	Germany	Free Voters	FW	Renew Europe	RE
20	4	1974	20.04.74	Urmas Paet	M	Estonia	Estonian Reform Party	RE	Renew Europe	RE
	9	1989		Michael Heaver	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
15	5	1982	15.05.82	Alessandro Panza	M	Italy	League	Lega	Europe of Nations and Freedom	ID
		1987		Valérie Hayer	F	France	En Marche!	LaREM	Renew Europe	RE
15	8	1972	15.08.72	Valter Flego	M	Croatia	Istrian Democratic Assembly	IDS-DDI	Renew Europe	RE
30	9	1969	30.09.69	Younous Omarjee	M	France	Unsubmissive France	FI	European United Left-Nordic Green Left Confederal Group	GUE-NGL
14	3	1967	14.03.67	Alessandra Basso	F	Italy	League	Lega	Europe of Nations and Freedom	ID
27	5	1980	27.05.80	Paolo Borchia	M	Italy	League	Lega	Europe of Nations and Freedom	ID
12	6	1957	12.06.57	Véronique Trillet-Lenoir	F	France	En Marche!	LaREM	Renew Europe	RE
3	7	1984	03.07.84	Mathilde Androuët	F	France	National Rally	RN	Europe of Nations and Freedom	ID
2	6	1980	02.06.80	Aurélia Beigneux	F	France	National Rally	RN	Europe of Nations and Freedom	ID
26	11	1956	26.11.56	Annika Bruna	F	France	National Rally	RN	Europe of Nations and Freedom	ID
14	4	1973	14.04.73	Maxette Grisoni-Pirbakas	F	France	National Rally	RN	Europe of Nations and Freedom	ID
	10	1976		Belinda Claire De Camborne Lucy	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
				John Tennant	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
24	7	1959	24.07.59	Viktor Uspaskich	M	Lithuania	Labour Party	DP	Renew Europe	RE
				Athanasios Konstantinou	M	Greece	Golden Dawn	XA	Non-attached Group	NI
18	4	1982	18.04.82	Petar Vitanov	M	Bulgaria	Bulgarian Socialist Party	BSP	Progressive Alliance of Socialists and Democrats	SD
17	3	1962	17.03.62	Andrew Kerr	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
				James Wells	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
29	1	1976	29.01.76	Sylwia Spurek	F	Poland	Spring	Spring	Progressive Alliance of Socialists and Democrats	SD
26	12	1983	26.12.83	Alexandra Phillips	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
15	6	1986	15.06.86	Vlad-Marius Botoş	M	Romania	Save Romania Union	USR	Renew Europe	RE
20	1	1968	20.01.68	William Joseph Kelleher	M	Ireland	Fianna Fáil	FF	Renew Europe	RE
15	10	1956	15.10.56	Yana Toom	F	Estonia	Estonian Centre Party	Kesk	Renew Europe	RE
27	7	1967	27.07.67	Yannick Jadot	M	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
28	1	1983	28.01.83	Thierry Baudet	M	Netherlands	Forum for Democracy	FvD	European Conservatives and Reformists Group	ECR
		1978		Tom Vandendriessche	M	Belgium	Flemish Interest	VB	Europe of Nations and Freedom	ID
